Alpha,Lamda,Iter,kVal,Time
0.0,0.9899999999999997,500000.0,366.6333333333333,84.70632707277933
0.10000000000000003,0.9899999999999997,500000.0,366.6666666666667,82.80231643517813
0.20000000000000007,0.9899999999999997,500000.0,365.8333333333333,81.47262865702311
0.30000000000000004,0.9899999999999997,500000.0,366.1333333333333,80.50163711706797
0.40000000000000013,0.9899999999999997,500000.0,366.1,79.03842148780822
0.5,0.9899999999999997,500000.0,366.96666666666664,78.55309308369955
0.6000000000000001,0.9899999999999997,500000.0,367.6,76.94273618062337
0.6999999999999997,0.9899999999999997,500000.0,369.3,76.76353017489116
0.8000000000000003,0.9899999999999997,500000.0,370.6333333333333,76.39380710124969
0.8999999999999998,0.9899999999999997,500000.0,371.2,76.14957461357116
1.0,0.9899999999999997,500000.0,427.8333333333333,75.51793076992035
0.0,0.9899999999999997,1000000.0,362.6,165.2226718346278
0.10000000000000003,0.9899999999999997,1000000.0,362.3666666666667,162.65612491766612
0.20000000000000007,0.9899999999999997,1000000.0,362.3,160.00628619194032
0.30000000000000004,0.9899999999999997,1000000.0,362.1666666666667,156.90708844661714
0.40000000000000013,0.9899999999999997,1000000.0,362.3,155.1039316336314
0.5,0.9899999999999997,1000000.0,363.6666666666667,152.68356669743855
0.6000000000000001,0.9899999999999997,1000000.0,363.6333333333333,151.32316678365072
0.6999999999999997,0.9899999999999997,1000000.0,364.6333333333333,149.51356178919474
0.8000000000000003,0.9899999999999997,1000000.0,365.1,149.08636554876963
0.8999999999999998,0.9899999999999997,1000000.0,366.8666666666667,147.85960324605307
1.0,0.9899999999999997,1000000.0,441.06666666666666,147.20789618492125
0.0,0.9899999999999997,3000000.0,353.1666666666667,491.610289533933
0.10000000000000003,0.9899999999999997,3000000.0,354.2,481.88768158753714
0.20000000000000007,0.9899999999999997,3000000.0,355.8333333333333,472.0992336670558
0.30000000000000004,0.9899999999999997,3000000.0,356.96666666666664,462.90578148365023
0.40000000000000013,0.9899999999999997,3000000.0,357.8333333333333,455.4755413293839
0.5,0.9899999999999997,3000000.0,357.53333333333336,450.8524909734726
0.6000000000000001,0.9899999999999997,3000000.0,358.73333333333335,446.4934387604396
0.6999999999999997,0.9899999999999997,3000000.0,359.6333333333333,439.34364926815033
0.8000000000000003,0.9899999999999997,3000000.0,361.3666666666667,436.49408121903735
0.8999999999999998,0.9899999999999997,3000000.0,361.2,435.7273738066355
1.0,0.9899999999999997,3000000.0,473.3666666666667,433.2613072315852
0.0,0.9899999999999997,5000000.0,349.03333333333336,814.1957041819891
0.10000000000000003,0.9899999999999997,5000000.0,349.8333333333333,801.9564990361531
0.20000000000000007,0.9899999999999997,5000000.0,353.0,779.1817922194799
0.30000000000000004,0.9899999999999997,5000000.0,353.0,767.4206636110941
0.40000000000000013,0.9899999999999997,5000000.0,353.1,756.9620939016343
0.5,0.9899999999999997,5000000.0,355.56666666666666,745.0516701618831
0.6000000000000001,0.9899999999999997,5000000.0,356.1333333333333,738.0643746534984
0.6999999999999997,0.9899999999999997,5000000.0,357.7,735.4297835111618
0.8000000000000003,0.9899999999999997,5000000.0,357.8333333333333,731.4857122341792
0.8999999999999998,0.9899999999999997,5000000.0,359.76666666666665,724.983458216985
1.0,0.9899999999999997,5000000.0,531.0666666666667,720.436923233668
