Alpha,Lamda,Iter,kVal,Time
0.0,0.9899999999999997,500000.0,422.8333333333333,1192.566644835472
0.10000000000000003,0.9899999999999997,500000.0,412.4,1016.4235785722733
0.20000000000000007,0.9899999999999997,500000.0,413.03333333333336,898.2883559703827
0.30000000000000004,0.9899999999999997,500000.0,413.3,808.7794278383255
0.40000000000000013,0.9899999999999997,500000.0,419.1,755.9194828430811
0.5,0.9899999999999997,500000.0,424.0,720.2233152866363
0.6000000000000001,0.9899999999999997,500000.0,431.4,696.4467042922973
0.6999999999999997,0.9899999999999997,500000.0,435.76666666666665,680.5307872056961
0.8000000000000003,0.9899999999999997,500000.0,447.6666666666667,664.0317971865336
0.8999999999999998,0.9899999999999997,500000.0,449.46666666666664,655.4480169057846
1.0,0.9899999999999997,500000.0,680.0666666666667,645.168387556076
0.0,0.9899999999999997,1000000.0,401.73333333333335,2673.731711379687
0.10000000000000003,0.9899999999999997,1000000.0,400.93333333333334,2225.777796634038
0.20000000000000007,0.9899999999999997,1000000.0,397.46666666666664,1863.5003033955893
0.30000000000000004,0.9899999999999997,1000000.0,402.4,1616.8954723437628
0.40000000000000013,0.9899999999999997,1000000.0,404.06666666666666,1467.6018716335298
0.5,0.9899999999999997,1000000.0,405.6333333333333,1387.8633575836818
0.6000000000000001,0.9899999999999997,1000000.0,410.6,1338.3993651549022
0.6999999999999997,0.9899999999999997,1000000.0,418.9,1290.4691525061926
0.8000000000000003,0.9899999999999997,1000000.0,423.26666666666665,1266.3284779230753
0.8999999999999998,0.9899999999999997,1000000.0,429.93333333333334,1243.791705052058
1.0,0.9899999999999997,1000000.0,750.1333333333333,1216.0872256914774
0.0,0.9899999999999997,3000000.0,391.1333333333333,9831.663432876268
0.10000000000000003,0.9899999999999997,3000000.0,393.1,8340.915090115865
0.20000000000000007,0.9899999999999997,3000000.0,390.5,6503.097466826439
0.30000000000000004,0.9899999999999997,3000000.0,387.2,5286.048603081703
0.40000000000000013,0.9899999999999997,3000000.0,389.93333333333334,4497.626909160614
0.5,0.9899999999999997,3000000.0,400.3333333333333,4111.1185434977215
0.6000000000000001,0.9899999999999997,3000000.0,393.6666666666667,3871.944328180949
0.6999999999999997,0.9899999999999997,3000000.0,398.3333333333333,3746.475549674034
0.8000000000000003,0.9899999999999997,3000000.0,401.43333333333334,3666.292859609922
0.8999999999999998,0.9899999999999997,3000000.0,409.3666666666667,3564.9611617485684
1.0,0.9899999999999997,3000000.0,910.3666666666667,3454.493117872874
0.0,0.9899999999999997,5000000.0,392.4,17943.935383137068
0.10000000000000002,0.9899999999999998,5000000.0,391.962962962963,14958.675770900867
0.20000000000000007,0.9899999999999997,5000000.0,389.7241379310345,11782.93143360368
0.30000000000000004,0.9899999999999997,5000000.0,384.93333333333334,9140.08131612142
0.40000000000000013,0.9899999999999997,5000000.0,387.1,7669.585621245702
0.5,0.9899999999999997,5000000.0,389.3666666666667,6852.2785679658255
0.6000000000000001,0.9899999999999997,5000000.0,394.4,6458.042476503054
0.6999999999999997,0.9899999999999997,5000000.0,396.9,6233.182699799538
0.8000000000000003,0.9899999999999997,5000000.0,401.93333333333334,6089.498706698418
0.8999999999999998,0.9899999999999997,5000000.0,409.3333333333333,5923.059691961606
1.0,0.9899999999999997,5000000.0,1122.2666666666667,5638.746429745356
