0.0,0.99,500000,6833.152678571541,214,247248,264.29718112945557
0.0,0.99,500000,6770.423750000084,200,220684,264.9616611003876
0.0,0.99,500000,6933.195000000138,224,251344,271.99326491355896
0.0,0.99,500000,6918.61678571442,214,239626,274.8552436828613
0.0,0.99,500000,6838.249464285827,213,226648,274.5498504638672
0.0,0.99,500000,6839.93767857154,208,227684,275.6657862663269
0.0,0.99,500000,7189.905535714374,221,224790,275.8743839263916
0.0,0.99,500000,6727.743750000106,196,223414,275.6950283050537
0.0,0.99,500000,6916.837500000115,213,226698,278.15207505226135
0.0,0.99,500000,6937.183392857255,217,242804,281.5309600830078
0.0,0.99,500000,6985.813392857306,223,246280,281.96379566192627
0.0,0.99,500000,7106.517321428682,225,246654,282.3635582923889
0.0,0.99,500000,7243.630178571538,212,236260,282.35381054878235
0.0,0.99,500000,6973.998928571532,206,239386,284.7488160133362
0.0,0.99,500000,7000.835178571549,211,221198,285.50015473365784
0.0,0.99,500000,7075.117321428696,201,227278,288.59170961380005
0.0,0.99,500000,7148.867142857246,218,230918,298.5133078098297
0.0,0.99,500000,7141.509107142957,220,248532,305.33025002479553
0.1,0.99,500000,6220.299821428626,209,229234,240.66955280303955
0.1,0.99,500000,6102.54142857149,196,213354,243.31022310256958
0.1,0.99,500000,5812.426071428644,194,204360,232.85936045646667
0.1,0.99,500000,6135.015357142923,216,217806,244.72882103919983
0.1,0.99,500000,6072.304821428653,202,203020,247.96761178970337
0.1,0.99,500000,6273.463035714347,206,222522,252.920254945755
0.1,0.99,500000,6041.67017857151,210,223686,254.24300718307495
0.1,0.99,500000,6275.767500000104,200,223464,256.172883272171
0.1,0.99,500000,6039.721607142931,192,218146,252.2221851348877
0.1,0.99,500000,6046.471607142916,206,218488,253.6169023513794
0.1,0.99,500000,6359.249464285799,205,237006,254.73027920722961
0.1,0.99,500000,6464.980714285782,206,229458,259.9730019569397
0.1,0.99,500000,6379.281250000078,211,232072,262.79032731056213
0.1,0.99,500000,6285.033392857221,209,240100,253.53484749794006
0.1,0.99,500000,6451.513750000063,205,223754,260.66118693351746
0.1,0.99,500000,6239.069464285797,218,233888,263.8490562438965
0.1,0.99,500000,6209.724821428629,219,233276,249.05954551696777
0.1,0.99,500000,6351.827142857223,213,221374,256.7737789154053
0.2,0.99,500000,5364.128035714336,206,205808,219.5195610523224
