Alpha,Lamda,Iter,kVal,Time
0.0,0.9499999999999997,500000.0,326.2,576.7852971400001
0.10000000000000003,0.9499999999999997,500000.0,305.9,418.90793550333336
0.20000000000000007,0.9499999999999997,500000.0,311.51724137931035,354.5262181034482
0.30000000000000004,0.9499999999999997,500000.0,326.3333333333333,323.89259273999994
0.40000000000000013,0.9499999999999997,500000.0,347.2,305.8483932333334
0.5,0.9499999999999997,500000.0,366.3103448275862,293.1698404275862
0.6000000000000001,0.9499999999999997,500000.0,386.2,285.52431567333326
0.6999999999999997,0.9499999999999997,500000.0,401.8,280.7886235066666
0.8000000000000003,0.9499999999999997,500000.0,415.8333333333333,276.8533421266667
0.8999999999999998,0.9499999999999997,500000.0,427.46666666666664,273.6825779566667
1.0,0.9499999999999997,500000.0,536.3,271.7758499033333
0.0,0.9499999999999997,1000000.0,308.8666666666667,1283.8422547666664
0.10000000000000003,0.9499999999999997,1000000.0,282.4,873.5469501466666
0.20000000000000007,0.9499999999999997,1000000.0,283.3,697.7310822833333
0.30000000000000004,0.9499999999999997,1000000.0,295.43333333333334,617.4015884366668
0.40000000000000013,0.9499999999999997,1000000.0,313.03333333333336,573.1001779033335
0.5,0.9499999999999997,1000000.0,330.4,541.8024467766667
0.6000000000000001,0.9499999999999997,1000000.0,348.26666666666665,523.7447868566667
0.6999999999999997,0.9499999999999997,1000000.0,367.03333333333336,510.5044429233333
0.8000000000000003,0.9499999999999997,1000000.0,383.1666666666667,499.55233272333334
0.8999999999999998,0.9499999999999997,1000000.0,395.96666666666664,492.24087569666665
1.0,0.9499999999999997,1000000.0,568.8333333333334,485.9523613233333
0.0,0.9499999999999997,3000000.0,275.26666666666665,4649.433979933334
0.10000000000000003,0.9499999999999997,3000000.0,254.1,3024.0704017000003
0.20000000000000007,0.9499999999999997,3000000.0,251.8,2227.2126145333327
0.30000000000000004,0.9499999999999997,3000000.0,258.56666666666666,1886.2044595
0.40000000000000013,0.9499999999999997,3000000.0,273.53333333333336,1676.8641892
0.5,0.9499999999999997,3000000.0,290.1,1567.2019066
0.6000000000000001,0.9499999999999997,3000000.0,304.1333333333333,1493.7599523
0.6999999999999997,0.9499999999999997,3000000.0,321.6333333333333,1446.7613264666666
0.8000000000000003,0.9499999999999997,3000000.0,336.7,1412.1180716666668
0.8999999999999998,0.9499999999999997,3000000.0,352.96666666666664,1385.4432044666669
1.0,0.9499999999999997,3000000.0,623.0,1351.309259
0.0,0.9499999999999997,5000000.0,257.8,8203.951057766666
0.10000000000000003,0.9499999999999997,5000000.0,240.6,5589.470844400001
0.20000000000000007,0.9499999999999997,5000000.0,238.9,3872.541970833334
0.30000000000000004,0.9499999999999997,5000000.0,245.7,3170.566345
0.40000000000000013,0.9499999999999997,5000000.0,258.2,2797.0095588
0.5,0.9499999999999997,5000000.0,275.0,2607.1607277666667
0.6000000000000001,0.9499999999999997,5000000.0,289.8,2494.5610875333336
0.6999999999999997,0.9499999999999997,5000000.0,303.7,2395.8155865666663
0.8000000000000003,0.9499999999999997,5000000.0,319.3666666666667,2333.5426269666664
0.8999999999999998,0.9499999999999997,5000000.0,335.6,2291.6060611666667
1.0,0.9499999999999997,5000000.0,626.2666666666667,2229.359650766667
